Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,frequency_score,repeat_buyer_flag,subscription_flag,satisfaction_flag,promo_dependency_score,discount_sensitivity_segment,avg_spend_per_visit,spending_velocity_score,customer_lifetime_value_score,customer_lifetime_value_proxy,value_tier,value_tier_numeric,normalized_frequency_score,customer_engagement_score,low_frequency_risk,retention_risk_score,loyalty_score_v1,normalized_clv,loyalty_score_v2,normalized_spending_velocity,normalized_avg_spend,normalized_retention_risk,loyalty_segment,cluster,customer_segment,promo_revenue
405,35,male,t-shirt,clothing,93,delaware,m,indigo,spring,4.8,yes,store pickup,yes,yes,11,credit card,monthly,4,1,1,1,1.0,highly promo sensitive,7.75,372,4464,4464,high,3,0.5,0.8250000000000001,0.5,0.55,0.58125,0.1248193180851968,0.4797161730945247,0.5176470588235295,0.1498303054501896,0.5500000000000002,Loyal,1,High-Value Promo Dependent,93
406,41,male,jeans,clothing,74,south carolina,s,silver,summer,3.8,yes,standard,yes,yes,15,cash,annually,1,1,1,0,1.0,highly promo sensitive,4.625,74,1184,1184,low,1,0.0,0.4499999999999999,1.0,0.8999999999999999,0.2125,0.0318567015276478,0.2320321984758532,0.0794117647058823,0.0861948492713116,0.9,Growth,2,At-Risk Promo Customers,74
407,52,male,gloves,accessories,55,maryland,m,peach,spring,4.6,yes,express,yes,yes,13,cash,monthly,4,1,1,1,1.0,highly promo sensitive,3.928571428571429,220,3080,3080,medium,2,0.5,0.8250000000000001,0.5,0.55,0.58125,0.0855936286596944,0.4212812994426578,0.2941176470588235,0.0720132333228759,0.5500000000000002,Loyal,1,High-Value Promo Dependent,55
408,45,male,hoodie,clothing,76,north carolina,xl,teal,spring,3.1,yes,next day air,yes,yes,5,credit card,bi-weekly,6,0,1,0,1.0,highly promo sensitive,12.666666666666666,456,2736,2736,medium,2,0.8333333333333334,0.5916666666666667,0.1666666666666666,0.75,0.35625,0.07584389082561,0.4106139892399439,0.6411764705882353,0.249950089838291,0.7500000000000001,Growth,1,High-Value Promo Dependent,76
409,34,male,sneakers,footwear,66,alabama,l,white,spring,3.4,yes,express,yes,yes,36,cash,fortnightly,5,1,1,0,1.0,highly promo sensitive,1.7837837837837838,330,12210,12210,premium,4,0.6666666666666666,0.6833333333333333,0.3333333333333333,0.7,0.4375,0.3443584729189695,0.4933686027765412,0.4558823529411764,0.0283381804643533,0.7000000000000001,Loyal,1,High-Value Promo Dependent,66
410,35,male,shorts,clothing,51,minnesota,m,brown,winter,3.3,yes,2-day shipping,yes,yes,32,bank transfer,monthly,4,1,1,0,1.0,highly promo sensitive,1.5454545454545454,204,6732,6732,high,3,0.5,0.625,0.5,0.75,0.38125,0.1890995663634044,0.382802495286015,0.2705882352941176,0.0234849997277627,0.7500000000000001,Growth,2,At-Risk Promo Customers,51
411,29,male,sweater,clothing,26,virginia,l,lavender,spring,4.8,yes,2-day shipping,yes,yes,1,credit card,quarterly,3,0,1,1,1.0,highly promo sensitive,13.0,78,156,156,low,1,0.3333333333333333,0.6166666666666667,0.6666666666666667,0.7000000000000001,0.3874999999999999,0.002720857069977,0.2863444568372371,0.0852941176470588,0.2567378718307047,0.7000000000000002,Growth,2,At-Risk Promo Customers,26
412,59,male,jeans,clothing,29,michigan,m,indigo,summer,2.8,yes,express,yes,yes,15,paypal,annually,1,1,1,0,1.0,highly promo sensitive,1.8125,29,464,464,low,1,0.0,0.4499999999999999,1.0,0.8999999999999999,0.2125,0.01145027350282,0.2116546545495164,0.013235294117647,0.0289229387103214,0.9,At-Risk,2,At-Risk Promo Customers,29
413,24,male,jacket,outerwear,74,maine,m,yellow,summer,3.1,yes,store pickup,yes,yes,3,bank transfer,weekly,7,0,1,0,1.0,highly promo sensitive,18.5,518,2072,2072,medium,2,1.0,0.6499999999999999,0.0,0.7000000000000001,0.4125,0.0570246294249355,0.4414292085340215,0.7323529411764705,0.36873627470553,0.7000000000000002,Loyal,1,High-Value Promo Dependent,74
414,70,male,jewelry,accessories,99,nevada,s,white,summer,4.6,yes,free shipping,yes,yes,48,cash,monthly,4,1,1,1,1.0,highly promo sensitive,2.020408163265306,396,19404,19404,premium,4,0.5,0.8250000000000001,0.5,0.55,0.58125,0.5482526996003741,0.6349766801542486,0.5529411764705883,0.0331566445703855,0.5500000000000002,Loyal,1,High-Value Promo Dependent,99
415,29,male,backpack,accessories,88,wyoming,l,violet,winter,2.6,yes,store pickup,yes,yes,30,debit card,weekly,7,1,1,0,1.0,highly promo sensitive,2.838709677419355,616,19096,19096,premium,4,1.0,0.7999999999999999,0.0,0.6000000000000001,0.5499999999999999,0.5395232831675311,0.6841272667556946,0.8764705882352941,0.0498200014168045,0.6000000000000002,Loyal,1,High-Value Promo Dependent,88
416,67,male,coat,outerwear,31,connecticut,m,lavender,winter,2.6,yes,express,yes,yes,40,bank transfer,monthly,4,1,1,0,1.0,highly promo sensitive,0.7560975609756098,124,5084,5084,high,3,0.5,0.625,0.5,0.75,0.38125,0.1423915199954652,0.3429252672925305,0.1529411764705882,0.0074110503532665,0.7500000000000001,Growth,2,At-Risk Promo Customers,31
417,36,male,belt,accessories,55,oregon,l,olive,spring,3.8,yes,free shipping,yes,yes,24,bank transfer,fortnightly,5,1,1,0,1.0,highly promo sensitive,2.2,275,6875,6875,high,3,0.6666666666666666,0.6833333333333333,0.3333333333333333,0.7,0.4375,0.1931525097072244,0.4242700450641953,0.375,0.0368137352765023,0.7000000000000001,Loyal,1,High-Value Promo Dependent,55
418,23,male,sandals,footwear,81,mississippi,l,beige,fall,4.5,yes,free shipping,yes,yes,48,debit card,quarterly,3,1,1,1,1.0,highly promo sensitive,1.653061224489796,243,11907,11907,premium,4,0.3333333333333333,0.7666666666666667,0.6666666666666667,0.6000000000000001,0.525,0.3357707677918544,0.4964413373545999,0.3279411764705882,0.0256762317624194,0.6000000000000002,Loyal,1,High-Value Promo Dependent,81
419,18,male,sweater,clothing,73,illinois,l,purple,spring,3.0,yes,standard,yes,yes,27,venmo,bi-weekly,6,1,1,0,1.0,highly promo sensitive,2.607142857142857,438,12264,12264,premium,4,0.8333333333333334,0.7416666666666667,0.1666666666666666,0.65,0.49375,0.3458889550208315,0.5448356440612127,0.6147058823529412,0.0451045261386646,0.6500000000000001,Loyal,1,High-Value Promo Dependent,73
420,53,male,shorts,clothing,91,utah,s,teal,winter,3.8,yes,free shipping,yes,yes,14,credit card,every 3 months,2,1,1,0,1.0,highly promo sensitive,6.066666666666666,182,2730,2730,medium,2,0.1666666666666666,0.5083333333333333,0.8333333333333334,0.8500000000000001,0.26875,0.0756738372587365,0.2982995685307538,0.238235294117647,0.1155520063885006,0.8500000000000002,Growth,2,At-Risk Promo Customers,91
421,32,male,socks,clothing,54,north carolina,s,peach,spring,3.8,yes,free shipping,yes,yes,18,debit card,bi-weekly,6,1,1,0,1.0,highly promo sensitive,2.8421052631578947,324,6156,6156,high,3,0.8333333333333334,0.7416666666666667,0.1666666666666666,0.65,0.49375,0.1727744239435422,0.4507161464194554,0.4470588235294118,0.0498891469039938,0.6500000000000001,Loyal,1,High-Value Promo Dependent,54
422,38,male,shirt,clothing,40,kentucky,m,violet,winter,3.5,yes,standard,yes,yes,48,cash,bi-weekly,6,1,1,0,1.0,highly promo sensitive,0.8163265306122449,240,11760,11760,premium,4,0.8333333333333334,0.7416666666666667,0.1666666666666666,0.65,0.49375,0.331604455403452,0.4816007750774826,0.3235294117647059,0.0086375136998301,0.6500000000000001,Loyal,1,High-Value Promo Dependent,40
423,47,male,pants,clothing,59,minnesota,m,purple,fall,3.1,yes,store pickup,yes,yes,32,debit card,annually,1,1,1,0,1.0,highly promo sensitive,1.7878787878787878,59,1947,1947,medium,2,0.0,0.4499999999999999,1.0,0.8999999999999999,0.2125,0.0534818467817362,0.2351892346089018,0.0573529411764705,0.0284215684495181,0.9,Growth,2,At-Risk Promo Customers,59
424,46,male,scarf,accessories,26,new york,l,teal,spring,3.0,yes,store pickup,yes,yes,21,credit card,bi-weekly,6,1,1,0,1.0,highly promo sensitive,1.181818181818182,156,3432,3432,medium,2,0.8333333333333334,0.7416666666666667,0.1666666666666666,0.65,0.49375,0.0955701045829436,0.3742828699373636,0.2,0.0160801466451296,0.6500000000000001,Growth,1,High-Value Promo Dependent,26
425,66,male,sweater,clothing,23,illinois,m,gold,winter,4.3,yes,standard,yes,yes,42,paypal,fortnightly,5,1,1,1,1.0,highly promo sensitive,0.5348837209302325,115,4945,4945,high,3,0.6666666666666666,0.8833333333333334,0.3333333333333333,0.5,0.6375,0.1384519456962276,0.4280660241309345,0.1397058823529411,0.0029063963934685,0.5000000000000001,Loyal,1,High-Value Promo Dependent,23
426,40,male,jeans,clothing,87,north dakota,s,teal,winter,3.3,yes,store pickup,yes,yes,4,credit card,quarterly,3,0,1,0,1.0,highly promo sensitive,17.4,261,1305,1305,low,1,0.3333333333333333,0.4166666666666666,0.6666666666666667,0.9,0.1875,0.0352861151262647,0.2815658265687024,0.3544117647058823,0.3463365941305649,0.9000000000000001,Growth,2,At-Risk Promo Customers,87
427,43,male,pants,clothing,71,louisiana,m,violet,winter,4.7,yes,express,yes,yes,19,credit card,quarterly,3,1,1,1,1.0,highly promo sensitive,3.55,213,4260,4260,medium,2,0.3333333333333333,0.7666666666666667,0.6666666666666667,0.6000000000000001,0.525,0.1190374968114956,0.4117611630997096,0.2838235294117647,0.0643042523457776,0.6000000000000002,Growth,1,High-Value Promo Dependent,71
428,58,male,backpack,accessories,91,illinois,l,black,winter,4.5,yes,store pickup,yes,yes,6,credit card,quarterly,3,0,1,1,1.0,highly promo sensitive,13.0,273,1911,1911,medium,2,0.3333333333333333,0.6166666666666667,0.6666666666666667,0.7000000000000001,0.3874999999999999,0.0524615253804948,0.3611066319223889,0.3720588235294118,0.2567378718307047,0.7000000000000002,Growth,2,At-Risk Promo Customers,91
429,21,male,coat,outerwear,64,wyoming,xl,gold,winter,2.9,yes,free shipping,yes,yes,2,debit card,fortnightly,5,0,1,0,1.0,highly promo sensitive,21.33333333333333,320,960,960,low,1,0.6666666666666666,0.5333333333333333,0.3333333333333333,0.7999999999999999,0.3,0.0255080350310347,0.3338297730451759,0.4411764705882353,0.4264324216410461,0.8,Growth,2,At-Risk Promo Customers,64
430,42,male,sandals,footwear,94,washington,m,gold,winter,4.1,yes,2-day shipping,yes,yes,21,cash,fortnightly,5,1,1,1,1.0,highly promo sensitive,4.2727272727272725,470,10340,10340,premium,4,0.6666666666666666,0.8833333333333334,0.3333333333333333,0.5,0.6375,0.2913584445767083,0.5859950634449852,0.6617647058823529,0.0790213978475108,0.5000000000000001,Loyal,1,High-Value Promo Dependent,94
431,24,male,shirt,clothing,40,texas,m,brown,summer,3.5,yes,store pickup,yes,yes,40,debit card,annually,1,1,1,0,1.0,highly promo sensitive,0.975609756097561,40,1640,1640,low,1,0.0,0.4499999999999999,1.0,0.8999999999999999,0.2125,0.0447807726100388,0.22655562335469,0.0294117647058823,0.0118810531287584,0.9,Growth,2,At-Risk Promo Customers,40
432,43,male,hat,accessories,76,new hampshire,l,cyan,winter,3.4,yes,store pickup,yes,yes,33,cash,fortnightly,5,1,1,0,1.0,highly promo sensitive,2.235294117647059,380,12920,12920,premium,4,0.6666666666666666,0.6833333333333333,0.3333333333333333,0.7,0.4375,0.3644814783323413,0.5151175370241626,0.5294117647058824,0.0375324416051108,0.7000000000000001,Loyal,1,High-Value Promo Dependent,76
433,47,male,shirt,clothing,86,indiana,s,indigo,fall,3.3,yes,free shipping,yes,yes,26,venmo,weekly,7,1,1,0,1.0,highly promo sensitive,3.185185185185185,602,16254,16254,premium,4,1.0,0.7999999999999999,0.0,0.6000000000000001,0.5499999999999999,0.4589745769917524,0.6518175725353486,0.8558823529411764,0.0568754020540804,0.6000000000000002,Loyal,1,High-Value Promo Dependent,86
434,49,male,skirt,clothing,92,alabama,m,orange,fall,3.2,yes,store pickup,yes,yes,23,credit card,fortnightly,5,1,1,0,1.0,highly promo sensitive,3.8333333333333335,460,11040,11040,premium,4,0.6666666666666666,0.6833333333333333,0.3333333333333333,0.7,0.4375,0.3111980273786243,0.5199977409550676,0.6470588235294118,0.0700738670393292,0.7000000000000001,Loyal,1,High-Value Promo Dependent,92
435,50,male,shoes,footwear,52,oklahoma,l,pink,spring,4.0,yes,store pickup,yes,yes,39,paypal,every 3 months,2,1,1,1,1.0,highly promo sensitive,1.3,104,4160,4160,medium,2,0.1666666666666666,0.7083333333333334,0.8333333333333334,0.65,0.46875,0.1162032706969362,0.3595436937635355,0.1235294117647058,0.0184867238969854,0.6500000000000001,Growth,2,At-Risk Promo Customers,52
436,51,male,coat,outerwear,28,montana,xl,olive,winter,3.6,yes,next day air,yes,yes,42,bank transfer,monthly,4,1,1,0,1.0,highly promo sensitive,0.6511627906976745,112,4816,4816,high,3,0.5,0.625,0.5,0.75,0.38125,0.134795794008446,0.3367373514323678,0.1352941176470588,0.0052742273210546,0.7500000000000001,Growth,2,At-Risk Promo Customers,28
437,40,male,pants,clothing,46,tennessee,l,cyan,summer,4.6,yes,free shipping,yes,yes,41,bank transfer,weekly,7,1,1,1,1.0,highly promo sensitive,1.0952380952380951,322,13524,13524,premium,4,1.0,1.0,0.0,0.4,0.75,0.3816002040642802,0.6123836008342627,0.4441176470588235,0.0143170863873598,0.4000000000000001,Loyal,1,High-Value Promo Dependent,46
438,45,male,jewelry,accessories,50,new mexico,m,peach,summer,2.6,yes,next day air,yes,yes,41,paypal,annually,1,1,1,0,1.0,highly promo sensitive,1.1904761904761905,50,2100,2100,medium,2,0.0,0.4499999999999999,1.0,0.8999999999999999,0.2125,0.0578182127370121,0.2340599038697189,0.0441176470588235,0.0162564526709066,0.9,Growth,2,At-Risk Promo Customers,50
439,52,male,belt,accessories,23,iowa,m,turquoise,winter,4.3,yes,express,yes,yes,12,credit card,fortnightly,5,1,1,1,1.0,highly promo sensitive,1.7692307692307692,115,1495,1495,low,1,0.6666666666666666,0.8833333333333334,0.3333333333333333,0.5,0.6375,0.0406711447439276,0.3938427437976296,0.1397058823529411,0.0280418323939984,0.5000000000000001,Growth,1,High-Value Promo Dependent,23
440,62,male,jacket,outerwear,50,idaho,m,turquoise,summer,3.4,yes,free shipping,yes,yes,31,cash,monthly,4,1,1,0,1.0,highly promo sensitive,1.5625,200,6400,6400,high,3,0.5,0.625,0.5,0.75,0.38125,0.1796899356630672,0.3783326539526618,0.2647058823529412,0.0238321022160111,0.7500000000000001,Growth,2,At-Risk Promo Customers,50
441,20,male,shirt,clothing,89,oklahoma,xl,maroon,winter,3.5,yes,store pickup,yes,yes,34,debit card,fortnightly,5,1,1,0,1.0,highly promo sensitive,2.5428571428571427,445,15575,15575,premium,4,0.6666666666666666,0.6833333333333333,0.3333333333333333,0.7,0.4375,0.4397301816738939,0.5605722302525296,0.625,0.0437954538972706,0.7000000000000001,Loyal,1,High-Value Promo Dependent,89
442,43,male,hoodie,clothing,81,florida,m,maroon,winter,4.2,yes,standard,yes,yes,32,credit card,annually,1,1,1,1,1.0,highly promo sensitive,2.4545454545454546,81,2673,2673,medium,2,0.0,0.65,1.0,0.7,0.4125,0.0740583283734376,0.3188615914012914,0.0897058823529411,0.0419971324343454,0.7000000000000001,Growth,2,At-Risk Promo Customers,81
443,29,male,sunglasses,accessories,69,michigan,m,olive,fall,3.8,yes,store pickup,yes,yes,31,credit card,quarterly,3,1,1,0,1.0,highly promo sensitive,2.15625,207,6624,6624,high,3,0.3333333333333333,0.5666666666666667,0.6666666666666667,0.8,0.3249999999999999,0.1860386021596803,0.3634468440892214,0.275,0.035922838889998,0.8000000000000002,Growth,2,At-Risk Promo Customers,69
444,22,male,sunglasses,accessories,67,hawaii,m,magenta,summer,3.6,yes,free shipping,yes,yes,24,paypal,annually,1,1,1,0,1.0,highly promo sensitive,2.68,67,1675,1675,low,1,0.0,0.4499999999999999,1.0,0.8999999999999999,0.2125,0.0457727517501346,0.2348439925243118,0.0691176470588235,0.0465881413455779,0.9,Growth,2,At-Risk Promo Customers,67
445,48,male,dress,clothing,20,california,m,red,summer,4.3,yes,store pickup,yes,yes,31,debit card,annually,1,1,1,1,1.0,highly promo sensitive,0.625,20,640,640,low,1,0.0,0.65,1.0,0.7,0.4125,0.0164385114644446,0.2807534790125556,0.0,0.0047414653623477,0.7000000000000001,Growth,2,At-Risk Promo Customers,20
446,42,male,boots,footwear,29,iowa,m,olive,fall,4.9,yes,standard,yes,yes,18,venmo,annually,1,1,1,1,1.0,highly promo sensitive,1.5263157894736843,29,551,551,low,1,0.0,0.65,1.0,0.7,0.4125,0.0139160502224867,0.2825176764013998,0.013235294117647,0.0230952706181504,0.7000000000000001,Growth,2,At-Risk Promo Customers,29
447,19,male,shirt,clothing,74,west virginia,m,silver,summer,4.1,yes,store pickup,yes,yes,15,venmo,monthly,4,1,1,1,1.0,highly promo sensitive,4.625,296,4736,4736,high,3,0.5,0.8250000000000001,0.5,0.55,0.58125,0.1325284131167984,0.4600614151791148,0.4058823529411764,0.0861948492713116,0.5500000000000002,Loyal,1,High-Value Promo Dependent,74
448,60,male,shorts,clothing,82,washington,s,turquoise,spring,3.6,yes,standard,yes,yes,7,bank transfer,every 3 months,2,1,1,0,1.0,highly promo sensitive,10.25,164,1312,1312,low,1,0.1666666666666666,0.5083333333333333,0.8333333333333334,0.8500000000000001,0.26875,0.0354845109542839,0.2789391866771366,0.2117647058823529,0.200738670393292,0.8500000000000002,Growth,2,At-Risk Promo Customers,82
449,32,male,gloves,accessories,23,missouri,m,yellow,summer,3.4,yes,next day air,yes,yes,35,bank transfer,fortnightly,5,1,1,0,1.0,highly promo sensitive,0.6388888888888888,115,4140,4140,medium,2,0.6666666666666666,0.6833333333333333,0.3333333333333333,0.7,0.4375,0.1156364254740243,0.3500805920531634,0.1397058823529411,0.0050242896120316,0.7000000000000001,Growth,1,High-Value Promo Dependent,23
450,26,male,jewelry,accessories,45,new york,l,peach,summer,2.9,yes,2-day shipping,yes,yes,35,bank transfer,monthly,4,1,1,0,1.0,highly promo sensitive,1.25,180,6480,6480,high,3,0.5,0.625,0.5,0.75,0.38125,0.1819573165547147,0.3732438843235619,0.2352941176470588,0.0174685565981233,0.7500000000000001,Growth,2,At-Risk Promo Customers,45
451,25,male,boots,footwear,21,connecticut,l,beige,summer,2.7,yes,store pickup,yes,yes,19,credit card,monthly,4,1,1,0,1.0,highly promo sensitive,1.05,84,1680,1680,low,1,0.5,0.625,0.5,0.75,0.38125,0.0459144630558625,0.2973935914813166,0.0941176470588235,0.0133958874026751,0.7500000000000001,Growth,2,At-Risk Promo Customers,21
452,66,male,jewelry,accessories,31,virginia,m,pink,summer,4.3,yes,express,yes,yes,26,credit card,fortnightly,5,1,1,1,1.0,highly promo sensitive,1.148148148148148,155,4185,4185,medium,2,0.6666666666666666,0.8833333333333334,0.3333333333333333,0.5,0.6375,0.116911827225576,0.4322916885485595,0.1985294117647058,0.0153945121004414,0.5000000000000001,Loyal,1,High-Value Promo Dependent,31
453,45,male,pants,clothing,45,missouri,m,violet,summer,3.8,yes,express,yes,yes,39,paypal,fortnightly,5,1,1,0,1.0,highly promo sensitive,1.125,225,9000,9000,premium,4,0.6666666666666666,0.6833333333333333,0.3333333333333333,0.7,0.4375,0.2533798146416121,0.4306437194382897,0.3014705882352941,0.0149231383509682,0.7000000000000001,Loyal,1,High-Value Promo Dependent,45
454,54,male,jewelry,accessories,56,nebraska,xl,peach,winter,2.8,yes,next day air,yes,yes,22,credit card,weekly,7,1,1,0,1.0,highly promo sensitive,2.4347826086956523,392,9016,9016,premium,4,1.0,0.7999999999999999,0.0,0.6000000000000001,0.5499999999999999,0.2538332908199416,0.5182534164928618,0.5470588235294118,0.041594694766811,0.6000000000000002,Loyal,1,High-Value Promo Dependent,56
455,37,male,jacket,outerwear,97,new jersey,s,gold,summer,3.2,yes,next day air,yes,yes,14,cash,bi-weekly,6,1,1,0,1.0,highly promo sensitive,6.466666666666667,582,8730,8730,high,3,0.8333333333333334,0.7416666666666667,0.1666666666666666,0.65,0.49375,0.2457274041323016,0.5521320424266977,0.8264705882352941,0.123697344779397,0.6500000000000001,Loyal,1,High-Value Promo Dependent,97
456,54,male,blouse,clothing,100,utah,xl,gold,fall,3.6,yes,store pickup,yes,yes,50,debit card,fortnightly,5,1,1,0,1.0,highly promo sensitive,1.96078431372549,500,25500,25500,premium,4,0.6666666666666666,0.6833333333333333,0.3333333333333333,0.7,0.4375,0.7210271235439163,0.6752026304952727,0.7058823529411765,0.0319425034937113,0.7000000000000001,Loyal,1,High-Value Promo Dependent,100
457,50,male,blouse,clothing,96,north carolina,s,indigo,fall,4.0,yes,2-day shipping,yes,yes,33,credit card,quarterly,3,1,1,1,1.0,highly promo sensitive,2.823529411764706,288,9792,9792,premium,4,0.3333333333333333,0.7666666666666667,0.6666666666666667,0.6000000000000001,0.525,0.2758268854689227,0.4886962726592209,0.3941176470588235,0.0495108804152525,0.6000000000000002,Loyal,1,High-Value Promo Dependent,96
458,25,male,gloves,accessories,99,rhode island,m,blue,spring,4.9,yes,next day air,yes,yes,48,debit card,every 3 months,2,1,1,1,1.0,highly promo sensitive,2.020408163265306,198,9702,9702,premium,4,0.1666666666666666,0.7083333333333334,0.8333333333333334,0.65,0.46875,0.2732760819658192,0.442166236531174,0.2617647058823529,0.0331566445703855,0.6500000000000001,Loyal,2,At-Risk Promo Customers,99
459,47,male,shorts,clothing,91,arkansas,l,black,winter,4.0,yes,2-day shipping,yes,yes,48,paypal,monthly,4,1,1,1,1.0,highly promo sensitive,1.8571428571428568,364,17836,17836,premium,4,0.5,0.8250000000000001,0.5,0.55,0.58125,0.5038120341240824,0.6100106825316641,0.5058823529411764,0.0298320166557339,0.5500000000000002,Loyal,1,High-Value Promo Dependent,91
460,63,male,hat,accessories,30,maryland,l,black,winter,3.8,yes,standard,yes,yes,27,paypal,fortnightly,5,1,1,0,1.0,highly promo sensitive,1.0714285714285714,150,4200,4200,medium,2,0.6666666666666666,0.6833333333333333,0.3333333333333333,0.7,0.4375,0.1173369611427599,0.3609698971842797,0.1911764705882352,0.0138322448164732,0.7000000000000001,Growth,1,High-Value Promo Dependent,30
461,64,male,shoes,footwear,65,south carolina,l,teal,summer,3.8,yes,store pickup,yes,yes,27,bank transfer,weekly,7,1,1,0,1.0,highly promo sensitive,2.321428571428572,455,12740,12740,premium,4,1.0,0.7999999999999999,0.0,0.6000000000000001,0.5499999999999999,0.3593798713261344,0.5737241314347352,0.6397058823529411,0.0392864272880244,0.6000000000000002,Loyal,1,High-Value Promo Dependent,65
462,18,male,boots,footwear,93,ohio,m,yellow,winter,3.9,yes,express,yes,yes,20,venmo,weekly,7,1,1,0,1.0,highly promo sensitive,4.428571428571429,651,13671,13671,premium,4,1.0,0.7999999999999999,0.0,0.6000000000000001,0.5499999999999999,0.3857665164526826,0.6406065160525565,0.9279411764705884,0.0821949063114964,0.6000000000000002,Loyal,1,High-Value Promo Dependent,93
463,59,male,jacket,outerwear,81,illinois,m,white,fall,3.3,yes,express,yes,yes,48,venmo,every 3 months,2,1,1,0,1.0,highly promo sensitive,1.653061224489796,162,7938,7938,high,3,0.1666666666666666,0.5083333333333333,0.8333333333333334,0.8500000000000001,0.26875,0.223280333304991,0.3440794892057665,0.2088235294117647,0.0256762317624194,0.8500000000000002,Growth,2,At-Risk Promo Customers,81
464,37,male,jewelry,accessories,81,georgia,s,orange,summer,2.7,yes,standard,yes,yes,29,venmo,weekly,7,1,1,0,1.0,highly promo sensitive,2.7,567,17010,17010,premium,4,1.0,0.7999999999999999,0.0,0.6000000000000001,0.5499999999999999,0.4804013264178216,0.649022817187414,0.8044117647058824,0.0469954082651227,0.6000000000000002,Loyal,1,High-Value Promo Dependent,81
465,23,male,sunglasses,accessories,52,alabama,m,silver,winter,4.7,yes,next day air,yes,yes,45,paypal,monthly,4,1,1,1,1.0,highly promo sensitive,1.1304347826086956,208,9568,9568,premium,4,0.5,0.8250000000000001,0.5,0.55,0.58125,0.2694782189723096,0.4821114942873672,0.2764705882352941,0.0150338087095402,0.5500000000000002,Loyal,1,High-Value Promo Dependent,52
466,54,male,skirt,clothing,88,oklahoma,m,pink,summer,2.8,yes,next day air,yes,yes,25,cash,quarterly,3,1,1,0,1.0,highly promo sensitive,3.3846153846153846,264,6864,6864,high,3,0.3333333333333333,0.5666666666666667,0.6666666666666667,0.8,0.3249999999999999,0.1928407448346229,0.3825922999078043,0.3588235294117647,0.0609364682033877,0.8000000000000002,Growth,2,At-Risk Promo Customers,88
467,38,male,jeans,clothing,24,vermont,l,turquoise,winter,4.6,yes,free shipping,yes,yes,25,paypal,weekly,7,1,1,1,1.0,highly promo sensitive,0.9230769230769232,168,4368,4368,high,3,1.0,1.0,0.0,0.4,0.75,0.1220984610152197,0.4762638731200327,0.2176470588235294,0.0108113088747946,0.4000000000000001,Loyal,1,High-Value Promo Dependent,24
468,19,male,backpack,accessories,51,nebraska,s,orange,spring,4.5,yes,2-day shipping,yes,yes,37,debit card,every 3 months,2,1,1,1,1.0,highly promo sensitive,1.3421052631578947,102,3876,3876,medium,2,0.1666666666666666,0.7083333333333334,0.8333333333333334,0.65,0.46875,0.1081540685315874,0.3561382377115458,0.1205882352941176,0.0193441279381324,0.6500000000000001,Growth,2,At-Risk Promo Customers,51
469,34,male,backpack,accessories,38,georgia,s,peach,fall,5.0,yes,free shipping,yes,yes,16,cash,quarterly,3,1,1,1,1.0,highly promo sensitive,2.235294117647059,114,1938,1938,medium,2,0.3333333333333333,0.7666666666666667,0.6666666666666667,0.6000000000000001,0.525,0.0532267664314259,0.3596097604078617,0.138235294117647,0.0375324416051108,0.6000000000000002,Growth,2,At-Risk Promo Customers,38
470,21,male,shorts,clothing,46,alabama,l,pink,fall,4.1,yes,2-day shipping,yes,yes,30,debit card,bi-weekly,6,1,1,1,1.0,highly promo sensitive,1.4838709677419355,276,8556,8556,high,3,0.8333333333333334,0.9416666666666668,0.1666666666666666,0.45,0.69375,0.2407958506929682,0.530405998722931,0.3764705882352941,0.0222309520282845,0.45,Loyal,1,High-Value Promo Dependent,46
471,50,male,dress,clothing,63,minnesota,l,teal,summer,4.6,yes,express,yes,yes,6,cash,every 3 months,2,0,1,1,1.0,highly promo sensitive,9.0,126,882,882,low,1,0.1666666666666666,0.5583333333333333,0.8333333333333334,0.75,0.33125,0.0232973386616784,0.2884972057864894,0.1558823529411764,0.1752844879217408,0.7500000000000001,Growth,2,At-Risk Promo Customers,63
472,55,male,scarf,accessories,72,missouri,xl,white,winter,4.9,yes,2-day shipping,yes,yes,36,bank transfer,quarterly,3,1,1,1,1.0,highly promo sensitive,1.945945945945946,216,7992,7992,high,3,0.3333333333333333,0.7666666666666667,0.6666666666666667,0.6000000000000001,0.525,0.2248108154068531,0.4496641775492612,0.288235294117647,0.0316403446768789,0.6000000000000002,Loyal,1,High-Value Promo Dependent,72
473,20,male,jeans,clothing,39,georgia,l,gray,winter,3.9,yes,free shipping,yes,yes,3,bank transfer,quarterly,3,0,1,0,1.0,highly promo sensitive,9.75,117,468,468,low,1,0.3333333333333333,0.4166666666666666,0.6666666666666667,0.9,0.1875,0.0115636425474024,0.23091001998963,0.1426470588235294,0.1905569974046715,0.9000000000000001,Growth,2,At-Risk Promo Customers,39
474,34,male,coat,outerwear,42,west virginia,l,olive,spring,3.9,yes,store pickup,yes,yes,29,paypal,every 3 months,2,1,1,0,1.0,highly promo sensitive,1.4,84,2520,2520,medium,2,0.1666666666666666,0.5083333333333333,0.8333333333333334,0.8500000000000001,0.26875,0.0697219624181617,0.2673928829247879,0.0941176470588235,0.0205230584947095,0.8500000000000002,Growth,2,At-Risk Promo Customers,42
