Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,frequency_score,repeat_buyer_flag,subscription_flag,satisfaction_flag,promo_dependency_score,discount_sensitivity_segment,avg_spend_per_visit,spending_velocity_score,customer_lifetime_value_score,customer_lifetime_value_proxy,value_tier,value_tier_numeric,normalized_frequency_score,customer_engagement_score,low_frequency_risk,retention_risk_score,loyalty_score_v1,normalized_clv,loyalty_score_v2,normalized_spending_velocity,normalized_avg_spend,normalized_retention_risk
382,66,male,jewelry,accessories,25,maine,l,lavender,winter,3.4,yes,store pickup,yes,yes,3,credit card,every 3 months,2,0,1,0,1.0,highly promo sensitive,6.25,50,200,200,low,1,0.16666666666666666,0.35833333333333334,0.8333333333333334,0.9500000000000001,0.13125,0.003967916560383187,0.18937896687456549,0.04411764705882353,0.11928528648432819,0.9500000000000002
383,28,male,jeans,clothing,76,california,m,peach,winter,3.2,yes,store pickup,yes,yes,47,paypal,quarterly,3,1,1,0,1.0,highly promo sensitive,1.5833333333333333,228,10944,10944,premium,4,0.3333333333333333,0.5666666666666667,0.6666666666666667,0.8,0.32499999999999996,0.30847717030864724,0.4124768135295952,0.3058823529411765,0.02425633859053703,0.8000000000000002
384,50,male,sunglasses,accessories,77,west virginia,s,magenta,fall,3.8,yes,standard,yes,yes,6,paypal,quarterly,3,0,1,0,1.0,highly promo sensitive,11.0,231,1617,1617,low,1,0.3333333333333333,0.41666666666666663,0.6666666666666667,0.9,0.1875,0.04412890060369016,0.27583727207403663,0.31029411764705883,0.2160111798762228,0.9000000000000001
385,70,male,sweater,clothing,33,california,m,beige,fall,4.5,yes,2-day shipping,yes,yes,6,venmo,annually,1,0,1,1,1.0,highly promo sensitive,4.714285714285714,33,231,231,low,1,0.0,0.5,1.0,0.7999999999999999,0.275,0.004846526655896607,0.23551981374132852,0.01911764705882353,0.08801300516213671,0.8
386,67,male,shorts,clothing,93,west virginia,s,yellow,fall,2.7,yes,next day air,yes,yes,12,credit card,bi-weekly,6,1,1,0,1.0,highly promo sensitive,7.153846153846154,558,7254,7254,high,3,0.8333333333333334,0.7416666666666667,0.16666666666666663,0.65,0.49375,0.20389422668140464,0.530431606789472,0.7911764705882353,0.137690618425296,0.6500000000000001
387,64,male,jewelry,accessories,39,louisiana,l,brown,spring,3.4,yes,express,yes,yes,40,paypal,quarterly,3,1,1,0,1.0,highly promo sensitive,0.9512195121951219,117,4797,4797,high,3,0.3333333333333333,0.5666666666666667,0.6666666666666667,0.8,0.32499999999999996,0.13425729104667972,0.31885279696437707,0.1426470588235294,0.01138438615370382,0.8000000000000002
388,45,male,coat,outerwear,93,georgia,l,silver,summer,4.6,yes,store pickup,yes,yes,38,paypal,fortnightly,5,1,1,1,1.0,highly promo sensitive,2.3846153846153846,465,18135,18135,premium,4,0.6666666666666666,0.8833333333333334,0.33333333333333337,0.5,0.6375,0.512286370206615,0.6618492491801584,0.6544117647058824,0.04057312222614678,0.5000000000000001
389,22,male,handbag,accessories,82,washington,m,orange,summer,2.7,yes,store pickup,yes,yes,10,paypal,quarterly,3,1,1,0,1.0,highly promo sensitive,7.454545454545454,246,2706,2706,medium,2,0.3333333333333333,0.5666666666666667,0.6666666666666667,0.8,0.32499999999999996,0.07499362299124224,0.3360516896155622,0.3323529411764706,0.14381386232055027,0.8000000000000002
390,27,male,boots,footwear,42,virginia,l,purple,spring,4.2,yes,standard,yes,yes,28,bank transfer,monthly,4,1,1,1,1.0,highly promo sensitive,1.4482758620689655,168,4872,4872,high,3,0.5,0.8250000000000001,0.5,0.55,0.58125,0.13638296063259928,0.42376344798611565,0.21764705882352942,0.021506116576369434,0.5500000000000002
391,25,male,gloves,accessories,71,indiana,m,indigo,winter,3.2,yes,2-day shipping,yes,yes,19,paypal,annually,1,1,1,0,1.0,highly promo sensitive,3.55,71,1420,1420,low,1,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.03854547515800811,0.23349091630530283,0.075,0.0643042523457776,0.9
392,37,male,sweater,clothing,86,minnesota,l,gray,spring,4.8,yes,standard,yes,yes,25,cash,fortnightly,5,1,1,1,1.0,highly promo sensitive,3.3076923076923075,430,11180,11180,premium,4,0.6666666666666666,0.8833333333333334,0.33333333333333337,0.5,0.6375,0.31516594393900743,0.5825629823394369,0.6029411764705882,0.05937005697436921,0.5000000000000001
393,26,male,t-shirt,clothing,82,idaho,xl,black,spring,3.3,yes,next day air,yes,yes,38,credit card,annually,1,1,1,0,1.0,highly promo sensitive,2.1025641025641026,82,3198,3198,medium,2,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.08893801547487458,0.2543635995338531,0.09117647058823529,0.034829614386412154,0.9
394,33,male,shoes,footwear,65,vermont,l,maroon,fall,4.2,yes,standard,yes,yes,6,paypal,fortnightly,5,0,1,1,1.0,highly promo sensitive,9.285714285714286,325,2275,2275,medium,2,0.6666666666666666,0.7333333333333334,0.33333333333333337,0.6,0.5,0.06277810843749114,0.41834488697272976,0.4485294117647059,0.18110258677238114,0.6000000000000001
395,43,male,scarf,accessories,29,north dakota,m,beige,spring,4.8,yes,store pickup,yes,yes,7,debit card,bi-weekly,6,1,1,1,1.0,highly promo sensitive,3.625,174,1392,1392,low,1,0.8333333333333334,0.9416666666666668,0.16666666666666663,0.45,0.69375,0.037751891845931466,0.4293406131264682,0.22647058823529412,0.06583150329407067,0.45000000000000007
396,37,male,sneakers,footwear,65,rhode island,l,brown,winter,4.9,yes,store pickup,yes,yes,2,paypal,annually,1,0,1,1,1.0,highly promo sensitive,21.666666666666668,65,195,195,low,1,0.0,0.5,1.0,0.7999999999999999,0.275,0.0038262052546552162,0.2445744659567764,0.0661764705882353,0.4332202036334598,0.8
397,46,male,dress,clothing,88,south carolina,s,black,fall,3.9,yes,standard,yes,yes,24,bank transfer,annually,1,1,1,0,1.0,highly promo sensitive,3.52,88,2200,2200,medium,2,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.06065243885157158,0.24622835359805004,0.1,0.06369335196646037,0.9
398,22,male,belt,accessories,46,mississippi,m,indigo,fall,3.0,yes,free shipping,yes,yes,26,cash,annually,1,1,1,0,1.0,highly promo sensitive,1.7037037037037037,46,1242,1242,low,1,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.03350055267409234,0.22437225225946172,0.03823529411764706,0.02670748208779752,0.9
399,20,male,boots,footwear,67,montana,s,silver,winter,4.6,yes,free shipping,yes,yes,25,debit card,every 3 months,2,1,1,1,1.0,highly promo sensitive,2.576923076923077,134,3484,3484,medium,2,0.16666666666666666,0.7083333333333334,0.8333333333333334,0.65,0.46875,0.09704390216251453,0.36166144418825263,0.1676470588235294,0.044489150298693124,0.6500000000000001
400,60,male,scarf,accessories,35,idaho,l,blue,fall,3.5,yes,2-day shipping,yes,yes,10,debit card,monthly,4,1,1,0,1.0,highly promo sensitive,3.1818181818181817,140,1540,1540,low,1,0.5,0.625,0.5,0.75,0.38125,0.04194654649547941,0.31247540892047665,0.17647058823529413,0.0568068385996116,0.7500000000000001
401,39,male,boots,footwear,66,utah,m,green,winter,4.8,yes,free shipping,yes,yes,14,paypal,fortnightly,5,1,1,1,1.0,highly promo sensitive,4.4,330,4950,4950,high,3,0.6666666666666666,0.8833333333333334,0.33333333333333337,0.5,0.6375,0.1385936570019556,0.49135091720558643,0.45588235294117646,0.08161309642643241,0.5000000000000001
402,43,male,t-shirt,clothing,91,oklahoma,l,orange,fall,4.8,yes,standard,yes,yes,21,cash,quarterly,3,1,1,1,1.0,highly promo sensitive,4.136363636363637,273,6006,6006,high,3,0.3333333333333333,0.7666666666666667,0.6666666666666667,0.6000000000000001,0.525,0.16852308477170308,0.4467281777093117,0.3720588235294118,0.07624457794152345,0.6000000000000002
403,31,male,backpack,accessories,78,california,l,cyan,fall,3.0,yes,express,yes,yes,26,paypal,monthly,4,1,1,0,1.0,highly promo sensitive,2.888888888888889,312,8424,8424,high,3,0.5,0.625,0.5,0.75,0.38125,0.23705467222174986,0.4313514882187889,0.4294117647058823,0.05084181806082385,0.7500000000000001
404,19,male,sneakers,footwear,45,nevada,m,orange,winter,4.5,yes,next day air,yes,yes,12,bank transfer,annually,1,1,1,1,1.0,highly promo sensitive,3.4615384615384617,45,585,585,low,1,0.0,0.65,1.0,0.7,0.4125,0.014879687101436953,0.28756083166197355,0.03676470588235294,0.06250287943240629,0.7000000000000001
405,35,male,t-shirt,clothing,93,delaware,m,indigo,spring,4.8,yes,store pickup,yes,yes,11,credit card,monthly,4,1,1,1,1.0,highly promo sensitive,7.75,372,4464,4464,high,3,0.5,0.8250000000000001,0.5,0.55,0.58125,0.12481931808519683,0.47971617309452474,0.5176470588235295,0.14983030545018966,0.5500000000000002
406,41,male,jeans,clothing,74,south carolina,s,silver,summer,3.8,yes,standard,yes,yes,15,cash,annually,1,1,1,0,1.0,highly promo sensitive,4.625,74,1184,1184,low,1,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.03185670152764788,0.2320321984758532,0.07941176470588235,0.08619484927131163,0.9
407,52,male,gloves,accessories,55,maryland,m,peach,spring,4.6,yes,express,yes,yes,13,cash,monthly,4,1,1,1,1.0,highly promo sensitive,3.9285714285714284,220,3080,3080,medium,2,0.5,0.8250000000000001,0.5,0.55,0.58125,0.08559362865969447,0.4212812994426578,0.29411764705882354,0.07201323332287596,0.5500000000000002
408,45,male,hoodie,clothing,76,north carolina,xl,teal,spring,3.1,yes,next day air,yes,yes,5,credit card,bi-weekly,6,0,1,0,1.0,highly promo sensitive,12.666666666666666,456,2736,2736,medium,2,0.8333333333333334,0.5916666666666667,0.16666666666666663,0.75,0.35625,0.07584389082561006,0.41061398923994397,0.6411764705882353,0.24995008983829106,0.7500000000000001
409,34,male,sneakers,footwear,66,alabama,l,white,spring,3.4,yes,express,yes,yes,36,cash,fortnightly,5,1,1,0,1.0,highly promo sensitive,1.7837837837837838,330,12210,12210,premium,4,0.6666666666666666,0.6833333333333333,0.33333333333333337,0.7,0.4375,0.3443584729189695,0.49336860277654127,0.45588235294117646,0.028338180464353352,0.7000000000000001
410,35,male,shorts,clothing,51,minnesota,m,brown,winter,3.3,yes,2-day shipping,yes,yes,32,bank transfer,monthly,4,1,1,0,1.0,highly promo sensitive,1.5454545454545454,204,6732,6732,high,3,0.5,0.625,0.5,0.75,0.38125,0.18909956636340447,0.38280249528601507,0.27058823529411763,0.023484999727762756,0.7500000000000001
411,29,male,sweater,clothing,26,virginia,l,lavender,spring,4.8,yes,2-day shipping,yes,yes,1,credit card,quarterly,3,0,1,1,1.0,highly promo sensitive,13.0,78,156,156,low,1,0.3333333333333333,0.6166666666666667,0.6666666666666667,0.7000000000000001,0.38749999999999996,0.002720857069977043,0.2863444568372371,0.08529411764705883,0.25673787183070473,0.7000000000000002
412,59,male,jeans,clothing,29,michigan,m,indigo,summer,2.8,yes,express,yes,yes,15,paypal,annually,1,1,1,0,1.0,highly promo sensitive,1.8125,29,464,464,low,1,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.011450273502820055,0.21165465454951643,0.013235294117647059,0.028922938710321422,0.9
413,24,male,jacket,outerwear,74,maine,m,yellow,summer,3.1,yes,store pickup,yes,yes,3,bank transfer,weekly,7,0,1,0,1.0,highly promo sensitive,18.5,518,2072,2072,medium,2,1.0,0.6499999999999999,0.0,0.7000000000000001,0.4125,0.057024629424935525,0.44142920853402157,0.7323529411764705,0.36873627470553005,0.7000000000000002
414,70,male,jewelry,accessories,99,nevada,s,white,summer,4.6,yes,free shipping,yes,yes,48,cash,monthly,4,1,1,1,1.0,highly promo sensitive,2.020408163265306,396,19404,19404,premium,4,0.5,0.8250000000000001,0.5,0.55,0.58125,0.5482526996003741,0.6349766801542486,0.5529411764705883,0.03315664457038555,0.5500000000000002
415,29,male,backpack,accessories,88,wyoming,l,violet,winter,2.6,yes,store pickup,yes,yes,30,debit card,weekly,7,1,1,0,1.0,highly promo sensitive,2.838709677419355,616,19096,19096,premium,4,1.0,0.7999999999999999,0.0,0.6000000000000001,0.5499999999999999,0.5395232831675311,0.6841272667556946,0.8764705882352941,0.049820001416804593,0.6000000000000002
416,67,male,coat,outerwear,31,connecticut,m,lavender,winter,2.6,yes,express,yes,yes,40,bank transfer,monthly,4,1,1,0,1.0,highly promo sensitive,0.7560975609756098,124,5084,5084,high,3,0.5,0.625,0.5,0.75,0.38125,0.14239151999546523,0.3429252672925305,0.15294117647058825,0.007411050353266559,0.7500000000000001
417,36,male,belt,accessories,55,oregon,l,olive,spring,3.8,yes,free shipping,yes,yes,24,bank transfer,fortnightly,5,1,1,0,1.0,highly promo sensitive,2.2,275,6875,6875,high,3,0.6666666666666666,0.6833333333333333,0.33333333333333337,0.7,0.4375,0.19315250970722445,0.4242700450641953,0.375,0.0368137352765023,0.7000000000000001
418,23,male,sandals,footwear,81,mississippi,l,beige,fall,4.5,yes,free shipping,yes,yes,48,debit card,quarterly,3,1,1,1,1.0,highly promo sensitive,1.653061224489796,243,11907,11907,premium,4,0.3333333333333333,0.7666666666666667,0.6666666666666667,0.6000000000000001,0.525,0.33577076779185444,0.49644133735459994,0.32794117647058824,0.025676231762419482,0.6000000000000002
419,18,male,sweater,clothing,73,illinois,l,purple,spring,3.0,yes,standard,yes,yes,27,venmo,bi-weekly,6,1,1,0,1.0,highly promo sensitive,2.607142857142857,438,12264,12264,premium,4,0.8333333333333334,0.7416666666666667,0.16666666666666663,0.65,0.49375,0.34588895502083156,0.5448356440612127,0.6147058823529412,0.04510452613866469,0.6500000000000001
420,53,male,shorts,clothing,91,utah,s,teal,winter,3.8,yes,free shipping,yes,yes,14,credit card,every 3 months,2,1,1,0,1.0,highly promo sensitive,6.066666666666666,182,2730,2730,medium,2,0.16666666666666666,0.5083333333333333,0.8333333333333334,0.8500000000000001,0.26875,0.0756738372587365,0.2982995685307538,0.23823529411764705,0.11555200638850069,0.8500000000000002
421,32,male,socks,clothing,54,north carolina,s,peach,spring,3.8,yes,free shipping,yes,yes,18,debit card,bi-weekly,6,1,1,0,1.0,highly promo sensitive,2.8421052631578947,324,6156,6156,high,3,0.8333333333333334,0.7416666666666667,0.16666666666666663,0.65,0.49375,0.17277442394354223,0.45071614641945545,0.4470588235294118,0.04988914690399386,0.6500000000000001
422,38,male,shirt,clothing,40,kentucky,m,violet,winter,3.5,yes,standard,yes,yes,48,cash,bi-weekly,6,1,1,0,1.0,highly promo sensitive,0.8163265306122449,240,11760,11760,premium,4,0.8333333333333334,0.7416666666666667,0.16666666666666663,0.65,0.49375,0.33160445540345207,0.48160077507748267,0.3235294117647059,0.008637513699830101,0.6500000000000001
423,47,male,pants,clothing,59,minnesota,m,purple,fall,3.1,yes,store pickup,yes,yes,32,debit card,annually,1,1,1,0,1.0,highly promo sensitive,1.7878787878787878,59,1947,1947,medium,2,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.053481846781736245,0.2351892346089018,0.057352941176470586,0.02842156844951814,0.9
424,46,male,scarf,accessories,26,new york,l,teal,spring,3.0,yes,store pickup,yes,yes,21,credit card,bi-weekly,6,1,1,0,1.0,highly promo sensitive,1.1818181818181819,156,3432,3432,medium,2,0.8333333333333334,0.7416666666666667,0.16666666666666663,0.65,0.49375,0.09557010458294363,0.3742828699373636,0.2,0.01608014664512968,0.6500000000000001
425,66,male,sweater,clothing,23,illinois,m,gold,winter,4.3,yes,standard,yes,yes,42,paypal,fortnightly,5,1,1,1,1.0,highly promo sensitive,0.5348837209302325,115,4945,4945,high,3,0.6666666666666666,0.8833333333333334,0.33333333333333337,0.5,0.6375,0.13845194569622765,0.42806602413093453,0.13970588235294118,0.0029063963934685,0.5000000000000001
426,40,male,jeans,clothing,87,north dakota,s,teal,winter,3.3,yes,store pickup,yes,yes,4,credit card,quarterly,3,0,1,0,1.0,highly promo sensitive,17.4,261,1305,1305,low,1,0.3333333333333333,0.41666666666666663,0.6666666666666667,0.9,0.1875,0.035286115126264776,0.28156582656870244,0.35441176470588237,0.34633659413056495,0.9000000000000001
427,43,male,pants,clothing,71,louisiana,m,violet,winter,4.7,yes,express,yes,yes,19,credit card,quarterly,3,1,1,1,1.0,highly promo sensitive,3.55,213,4260,4260,medium,2,0.3333333333333333,0.7666666666666667,0.6666666666666667,0.6000000000000001,0.525,0.11903749681149563,0.41176116309970967,0.2838235294117647,0.0643042523457776,0.6000000000000002
428,58,male,backpack,accessories,91,illinois,l,black,winter,4.5,yes,store pickup,yes,yes,6,credit card,quarterly,3,0,1,1,1.0,highly promo sensitive,13.0,273,1911,1911,medium,2,0.3333333333333333,0.6166666666666667,0.6666666666666667,0.7000000000000001,0.38749999999999996,0.05246152538049485,0.3611066319223889,0.3720588235294118,0.25673787183070473,0.7000000000000002
429,21,male,coat,outerwear,64,wyoming,xl,gold,winter,2.9,yes,free shipping,yes,yes,2,debit card,fortnightly,5,0,1,0,1.0,highly promo sensitive,21.333333333333332,320,960,960,low,1,0.6666666666666666,0.5333333333333333,0.33333333333333337,0.7999999999999999,0.3,0.025508035031034777,0.3338297730451759,0.4411764705882353,0.4264324216410461,0.8
430,42,male,sandals,footwear,94,washington,m,gold,winter,4.1,yes,2-day shipping,yes,yes,21,cash,fortnightly,5,1,1,1,1.0,highly promo sensitive,4.2727272727272725,470,10340,10340,premium,4,0.6666666666666666,0.8833333333333334,0.33333333333333337,0.5,0.6375,0.29135844457670834,0.5859950634449852,0.6617647058823529,0.07902139784751083,0.5000000000000001
431,24,male,shirt,clothing,40,texas,m,brown,summer,3.5,yes,store pickup,yes,yes,40,debit card,annually,1,1,1,0,1.0,highly promo sensitive,0.975609756097561,40,1640,1640,low,1,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.04478077261003883,0.22655562335469004,0.029411764705882353,0.011881053128758479,0.9
432,43,male,hat,accessories,76,new hampshire,l,cyan,winter,3.4,yes,store pickup,yes,yes,33,cash,fortnightly,5,1,1,0,1.0,highly promo sensitive,2.235294117647059,380,12920,12920,premium,4,0.6666666666666666,0.6833333333333333,0.33333333333333337,0.7,0.4375,0.36448147833234135,0.5151175370241626,0.5294117647058824,0.0375324416051108,0.7000000000000001
433,47,male,shirt,clothing,86,indiana,s,indigo,fall,3.3,yes,free shipping,yes,yes,26,venmo,weekly,7,1,1,0,1.0,highly promo sensitive,3.185185185185185,602,16254,16254,premium,4,1.0,0.7999999999999999,0.0,0.6000000000000001,0.5499999999999999,0.4589745769917524,0.6518175725353486,0.8558823529411764,0.05687540205408043,0.6000000000000002
434,49,male,skirt,clothing,92,alabama,m,orange,fall,3.2,yes,store pickup,yes,yes,23,credit card,fortnightly,5,1,1,0,1.0,highly promo sensitive,3.8333333333333335,460,11040,11040,premium,4,0.6666666666666666,0.6833333333333333,0.33333333333333337,0.7,0.4375,0.3111980273786243,0.5199977409550676,0.6470588235294118,0.0700738670393292,0.7000000000000001
435,50,male,shoes,footwear,52,oklahoma,l,pink,spring,4.0,yes,store pickup,yes,yes,39,paypal,every 3 months,2,1,1,1,1.0,highly promo sensitive,1.3,104,4160,4160,medium,2,0.16666666666666666,0.7083333333333334,0.8333333333333334,0.65,0.46875,0.1162032706969362,0.35954369376353557,0.12352941176470589,0.018486723896985427,0.6500000000000001
436,51,male,coat,outerwear,28,montana,xl,olive,winter,3.6,yes,next day air,yes,yes,42,bank transfer,monthly,4,1,1,0,1.0,highly promo sensitive,0.6511627906976745,112,4816,4816,high,3,0.5,0.625,0.5,0.75,0.38125,0.134795794008446,0.3367373514323678,0.13529411764705881,0.0052742273210546605,0.7500000000000001
437,40,male,pants,clothing,46,tennessee,l,cyan,summer,4.6,yes,free shipping,yes,yes,41,bank transfer,weekly,7,1,1,1,1.0,highly promo sensitive,1.0952380952380953,322,13524,13524,premium,4,1.0,0.9999999999999999,0.0,0.4,0.75,0.38160020406428025,0.6123836008342627,0.4441176470588235,0.014317086387359897,0.4000000000000001
438,45,male,jewelry,accessories,50,new mexico,m,peach,summer,2.6,yes,next day air,yes,yes,41,paypal,annually,1,1,1,0,1.0,highly promo sensitive,1.1904761904761905,50,2100,2100,medium,2,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.05781821273701216,0.23405990386971895,0.04411764705882353,0.016256452670906654,0.9
439,52,male,belt,accessories,23,iowa,m,turquoise,winter,4.3,yes,express,yes,yes,12,credit card,fortnightly,5,1,1,1,1.0,highly promo sensitive,1.7692307692307692,115,1495,1495,low,1,0.6666666666666666,0.8833333333333334,0.33333333333333337,0.5,0.6375,0.04067114474392767,0.3938427437976296,0.13970588235294118,0.028041832393998493,0.5000000000000001
440,62,male,jacket,outerwear,50,idaho,m,turquoise,summer,3.4,yes,free shipping,yes,yes,31,cash,monthly,4,1,1,0,1.0,highly promo sensitive,1.5625,200,6400,6400,high,3,0.5,0.625,0.5,0.75,0.38125,0.1796899356630672,0.3783326539526618,0.2647058823529412,0.023832102216011182,0.7500000000000001
441,20,male,shirt,clothing,89,oklahoma,xl,maroon,winter,3.5,yes,store pickup,yes,yes,34,debit card,fortnightly,5,1,1,0,1.0,highly promo sensitive,2.5428571428571427,445,15575,15575,premium,4,0.6666666666666666,0.6833333333333333,0.33333333333333337,0.7,0.4375,0.43973018167389394,0.5605722302525296,0.625,0.043795453897270624,0.7000000000000001
442,43,male,hoodie,clothing,81,florida,m,maroon,winter,4.2,yes,standard,yes,yes,32,credit card,annually,1,1,1,1,1.0,highly promo sensitive,2.4545454545454546,81,2673,2673,medium,2,0.0,0.65,1.0,0.7,0.4125,0.07405832837343763,0.31886159140129144,0.08970588235294118,0.041997132434345455,0.7000000000000001
443,29,male,sunglasses,accessories,69,michigan,m,olive,fall,3.8,yes,store pickup,yes,yes,31,credit card,quarterly,3,1,1,0,1.0,highly promo sensitive,2.15625,207,6624,6624,high,3,0.3333333333333333,0.5666666666666667,0.6666666666666667,0.8,0.32499999999999996,0.1860386021596803,0.36344684408922145,0.275,0.035922838889998004,0.8000000000000002
444,22,male,sunglasses,accessories,67,hawaii,m,magenta,summer,3.6,yes,free shipping,yes,yes,24,paypal,annually,1,1,1,0,1.0,highly promo sensitive,2.68,67,1675,1675,low,1,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.04577275175013463,0.23484399252431182,0.06911764705882353,0.04658814134557796,0.9
445,48,male,dress,clothing,20,california,m,red,summer,4.3,yes,store pickup,yes,yes,31,debit card,annually,1,1,1,1,1.0,highly promo sensitive,0.625,20,640,640,low,1,0.0,0.65,1.0,0.7,0.4125,0.016438511464444635,0.28075347901255565,0.0,0.004741465362347774,0.7000000000000001
446,42,male,boots,footwear,29,iowa,m,olive,fall,4.9,yes,standard,yes,yes,18,venmo,annually,1,1,1,1,1.0,highly promo sensitive,1.5263157894736843,29,551,551,low,1,0.0,0.65,1.0,0.7,0.4125,0.01391605022248675,0.2825176764013998,0.013235294117647059,0.02309527061815049,0.7000000000000001
447,19,male,shirt,clothing,74,west virginia,m,silver,summer,4.1,yes,store pickup,yes,yes,15,venmo,monthly,4,1,1,1,1.0,highly promo sensitive,4.625,296,4736,4736,high,3,0.5,0.8250000000000001,0.5,0.55,0.58125,0.13252841311679847,0.4600614151791148,0.40588235294117647,0.08619484927131163,0.5500000000000002
448,60,male,shorts,clothing,82,washington,s,turquoise,spring,3.6,yes,standard,yes,yes,7,bank transfer,every 3 months,2,1,1,0,1.0,highly promo sensitive,10.25,164,1312,1312,low,1,0.16666666666666666,0.5083333333333333,0.8333333333333334,0.8500000000000001,0.26875,0.035484510954283933,0.2789391866771366,0.21176470588235294,0.20073867039329207,0.8500000000000002
449,32,male,gloves,accessories,23,missouri,m,yellow,summer,3.4,yes,next day air,yes,yes,35,bank transfer,fortnightly,5,1,1,0,1.0,highly promo sensitive,0.6388888888888888,115,4140,4140,medium,2,0.6666666666666666,0.6833333333333333,0.33333333333333337,0.7,0.4375,0.11563642547402432,0.35008059205316344,0.13970588235294118,0.005024289612031676,0.7000000000000001
450,26,male,jewelry,accessories,45,new york,l,peach,summer,2.9,yes,2-day shipping,yes,yes,35,bank transfer,monthly,4,1,1,0,1.0,highly promo sensitive,1.25,180,6480,6480,high,3,0.5,0.625,0.5,0.75,0.38125,0.18195731655471473,0.3732438843235619,0.23529411764705882,0.01746855659812338,0.7500000000000001
451,25,male,boots,footwear,21,connecticut,l,beige,summer,2.7,yes,store pickup,yes,yes,19,credit card,monthly,4,1,1,0,1.0,highly promo sensitive,1.05,84,1680,1680,low,1,0.5,0.625,0.5,0.75,0.38125,0.045914463055862595,0.2973935914813166,0.09411764705882353,0.013395887402675187,0.7500000000000001
452,66,male,jewelry,accessories,31,virginia,m,pink,summer,4.3,yes,express,yes,yes,26,credit card,fortnightly,5,1,1,1,1.0,highly promo sensitive,1.1481481481481481,155,4185,4185,medium,2,0.6666666666666666,0.8833333333333334,0.33333333333333337,0.5,0.6375,0.11691182722557605,0.4322916885485595,0.19852941176470587,0.015394512100441429,0.5000000000000001
453,45,male,pants,clothing,45,missouri,m,violet,summer,3.8,yes,express,yes,yes,39,paypal,fortnightly,5,1,1,0,1.0,highly promo sensitive,1.125,225,9000,9000,premium,4,0.6666666666666666,0.6833333333333333,0.33333333333333337,0.7,0.4375,0.25337981464161213,0.4306437194382897,0.3014705882352941,0.014923138350968259,0.7000000000000001
454,54,male,jewelry,accessories,56,nebraska,xl,peach,winter,2.8,yes,next day air,yes,yes,22,credit card,weekly,7,1,1,0,1.0,highly promo sensitive,2.4347826086956523,392,9016,9016,premium,4,1.0,0.7999999999999999,0.0,0.6000000000000001,0.5499999999999999,0.2538332908199416,0.5182534164928618,0.5470588235294118,0.04159469476681105,0.6000000000000002
455,37,male,jacket,outerwear,97,new jersey,s,gold,summer,3.2,yes,next day air,yes,yes,14,cash,bi-weekly,6,1,1,0,1.0,highly promo sensitive,6.466666666666667,582,8730,8730,high,3,0.8333333333333334,0.7416666666666667,0.16666666666666663,0.65,0.49375,0.24572740413230168,0.5521320424266977,0.8264705882352941,0.12369734477939708,0.6500000000000001
456,54,male,blouse,clothing,100,utah,xl,gold,fall,3.6,yes,store pickup,yes,yes,50,debit card,fortnightly,5,1,1,0,1.0,highly promo sensitive,1.9607843137254901,500,25500,25500,premium,4,0.6666666666666666,0.6833333333333333,0.33333333333333337,0.7,0.4375,0.7210271235439163,0.6752026304952727,0.7058823529411765,0.03194250349371132,0.7000000000000001
457,50,male,blouse,clothing,96,north carolina,s,indigo,fall,4.0,yes,2-day shipping,yes,yes,33,credit card,quarterly,3,1,1,1,1.0,highly promo sensitive,2.823529411764706,288,9792,9792,premium,4,0.3333333333333333,0.7666666666666667,0.6666666666666667,0.6000000000000001,0.525,0.2758268854689227,0.4886962726592209,0.3941176470588235,0.04951088041525255,0.6000000000000002
458,25,male,gloves,accessories,99,rhode island,m,blue,spring,4.9,yes,next day air,yes,yes,48,debit card,every 3 months,2,1,1,1,1.0,highly promo sensitive,2.020408163265306,198,9702,9702,premium,4,0.16666666666666666,0.7083333333333334,0.8333333333333334,0.65,0.46875,0.2732760819658192,0.44216623653117404,0.26176470588235295,0.03315664457038555,0.6500000000000001
459,47,male,shorts,clothing,91,arkansas,l,black,winter,4.0,yes,2-day shipping,yes,yes,48,paypal,monthly,4,1,1,1,1.0,highly promo sensitive,1.8571428571428572,364,17836,17836,premium,4,0.5,0.8250000000000001,0.5,0.55,0.58125,0.5038120341240824,0.6100106825316641,0.5058823529411764,0.029832016655733967,0.5500000000000002
